2000,loopme.me,HTTPS only
3000,spotim.market,HTTPS only
4000,hbs.edu,neither
5000,bhg.com,HTTPS only
6000,worldstarhiphop.com,both
7000,huedatastore.com,neither
8000,tokyo-sports.co.jp,HTTPS only
9000,988lifeline.org,HTTPS only
10000,kolkataff.fun,HTTPS only
11000,logitechg.com,HTTPS only
12000,udemycdn.com,HTTP only
13000,doh.pub,HTTPS only
14000,dnse0.com,neither
15000,darkreading.com,HTTPS only
16000,wadax-sv.jp,neither
17000,merckmanuals.com,HTTPS only
18000,harpers.org,HTTPS only
19000,4gamer.net,HTTPS only
20000,mangatown.com,HTTPS only
21000,guardingvisionru.com,neither
22000,videos-zoofilia.com,HTTPS only
23000,keonhacai5.top,HTTPS only
24000,tobii.com,HTTPS only
25000,routeviews.org,HTTPS only
26000,wbez.org,HTTPS only
27000,engie.fr,HTTPS only
28000,acertb.com,HTTPS only
29000,trinet.com,HTTPS only
30000,incometaxgujarat.org,HTTPS only
31000,monetizer101.com,both
32000,ast-innovation.ru,HTTPS only
33000,fair.org,HTTPS only
34000,enjin.com,HTTPS only
35000,mttnow.com,both
36000,usm.my,neither
37000,tds.bid,HTTPS only
38000,cradlepoint.com,HTTPS only
39000,marketbusinessnews.com,HTTPS only
40000,cloudplatform.fi,HTTPS only
41000,plat.fi,neither
42000,sfist.com,HTTPS only
43000,crossword-solver.io,HTTPS only
44000,vfghe.com,neither
45000,chub.ai,HTTPS only
46000,superteacherworksheets.com,HTTPS only
47000,seaofthieves.com,HTTPS only
48000,heownouncillor.com,HTTPS only
49000,mappls.com,HTTPS only
50000,localsyr.com,HTTPS only
51000,cybcode.net,HTTPS only
52000,mobil.com,HTTPS only
53000,aroma-zone.com,HTTPS only
54000,dailynayadiganta.com,HTTPS only
55000,amplimed.com.br,HTTPS only
56000,theyworkforyou.com,HTTPS only
57000,ssi.com.vn,HTTPS only
58000,wwewlxdako.net,neither
59000,paddypower.it,HTTPS only
60000,clubessential.com,HTTPS only
61000,buhl.de,HTTPS only
62000,dattoweb.com,neither
63000,fiskerinc.com,HTTPS only
64000,pawrade.com,HTTPS only
65000,fuckhardclips.com,HTTPS only
66000,flowsense.net,neither
67000,johnshopkins.edu,neither
68000,cibeg.com,HTTP only
69000,rapgenius.com,HTTPS only
70000,pg21.ru,HTTPS only
71000,awsdns-cn-38.com,neither
72000,okusurinavi.shop,HTTPS only
73000,nyugat.hu,HTTPS only
74000,moya-semya.ru,HTTP only
75000,ilimnet.ru,HTTPS only
76000,academie-francaise.fr,HTTPS only
77000,mandy.com,HTTPS only
78000,beetux.com,HTTPS only
79000,laredoute.it,HTTPS only
80000,mobileverso.com.br,HTTPS only
81000,moneta.cz,HTTPS only
82000,bitrix24site.ru,HTTPS only
83000,xnxx123.net,HTTPS only
84000,cyberresilience.io,HTTPS only
85000,neko-hentai.net,HTTPS only
86000,misterrunning.com,HTTPS only
87000,indianxxxbf.com,HTTPS only
88000,podari-zhizn.ru,HTTPS only
89000,spectr-sb116.ru,both
90000,only-znakomstva.com,neither
91000,gamewatcher.com,HTTPS only
92000,gerberchildrenswear.com,HTTPS only
93000,ipasgo.go.gov.br,HTTPS only
94000,uberlandia.mg.gov.br,neither
95000,delhihighcourt.nic.in,neither
96000,scaledagile.com,HTTPS only
97000,theacademicpapers.co.uk,HTTPS only
98000,charmfling.com,HTTPS only
99000,pskw.com,neither
100000,bluesip.net,HTTPS only
101000,qubic.li,HTTPS only
102000,iress.co.uk,HTTPS only
103000,corp.life,both
104000,omp.ru,HTTPS only
105000,kitakyushu.lg.jp,neither
106000,gnpge.com,neither
107000,onerpm.com,HTTPS only
108000,hagel-shop.de,HTTPS only
109000,hp-mns.com,HTTPS only
110000,turismoroma.it,HTTPS only
111000,eoi.es,HTTPS only
112000,oh100.com,HTTPS only
113000,searchy.biz,both
114000,dzrt.com,HTTPS only
115000,loose-gene.com,HTTPS only
116000,optasports.com,neither
117000,hookupguru.com,HTTPS only
118000,cccd.edu,HTTPS only
119000,ridicdn.net,neither
120000,pibig.info,HTTPS only
121000,xvidiu.pro,HTTPS only
122000,saga.lg.jp,neither
123000,rastrnet.ru,HTTPS only
124000,wikijm.com,HTTPS only
125000,rmu.edu,HTTPS only
126000,budgetyourtrip.com,HTTPS only
127000,duoprime.xyz,HTTP only
128000,thecloudwebsiteserver.com,neither
129000,staffordshire.gov.uk,HTTPS only
130000,blossoms.com,HTTPS only
131000,onlinetopchoice.com,HTTPS only
132000,korrelate.net,neither
133000,snblymm.com,neither
134000,3sktr.vip,HTTPS only
135000,pandi.or.id,HTTP only
136000,lottovip2023.com,HTTPS only
137000,uwtsd.ac.uk,HTTPS only
138000,ligatotomega.com,HTTPS only
139000,improd.top,HTTPS only
140000,monster-it.net,HTTPS only
141000,sunriseseniorliving.com,HTTPS only
142000,gruv.com,HTTPS only
143000,basicincome.org,HTTPS only
144000,miinps.com,both
145000,idc.ac.il,HTTPS only
146000,fishpond.com.au,HTTPS only
147000,gflex.nl,HTTPS only
148000,cancercouncil.com.au,HTTPS only
149000,mazucdn.com,both
150000,r34porn.net,HTTPS only
151000,elevationchurch.org,HTTPS only
152000,dermaniaplus.com,HTTPS only
153000,nea.org.np,HTTPS only
154000,nimiq.agency,HTTPS only
155000,e-kamone.com,neither
156000,jetfilm.cam,both
157000,telekom-mms.com,HTTPS only
158000,ishigaki.co.jp,HTTPS only
159000,moola.market,HTTPS only
160000,akson.ru,HTTPS only
161000,stats-tracker.net,HTTPS only
162000,ylmmuy.com,neither
163000,pierreherme.com,HTTPS only
164000,mostbethu.net,HTTPS only
165000,spears.top,HTTP only
166000,frenet.com.br,HTTPS only
167000,hindiyoupornx.com,HTTPS only
168000,wiz.money,HTTPS only
169000,motivtelecom.ru,HTTPS only
170000,goodao.net,HTTPS only
171000,redeunna.com.br,HTTPS only
172000,climatepolicyinitiative.org,HTTPS only
173000,loket.nl,HTTPS only
174000,add123.com,HTTPS only
175000,caci.dz,HTTPS only
176000,airdesign.in,neither
177000,innodata-isogen.com,neither
178000,deeprootedstranded.com,HTTPS only
179000,xn--m7r726cwtj.cn,neither
180000,thefancy.com,both
181000,egitana.pt,HTTPS only
182000,fauna-flora.org,HTTPS only
183000,indahonline.com,HTTPS only
184000,poconomountains.com,HTTPS only
185000,publinet.it,neither
186000,socaseiras.com.br,HTTPS only
187000,razyboard.com,HTTP only
188000,kenhvn2.com,HTTP only
189000,unboxdiaries.com,HTTPS only
190000,arto-usolie.ru,HTTPS only
191000,nodestake.top,HTTPS only
192000,darklite.ru,HTTPS only
193000,nicesrv.de,HTTP only
194000,verben10.com,HTTP only
195000,hope.ac.uk,neither
196000,jade-hs.de,HTTPS only
197000,gountung88d.xyz,HTTP only
198000,govzw.com,both
199000,picsrv.net,HTTPS only
200000,dianxiatrads.com,HTTPS only
201000,wigmore-hall.org.uk,HTTPS only
202000,sunstar.com,HTTPS only
203000,simplelogin.io,HTTPS only
204000,din-server.dk,HTTPS only
205000,rtbuzz.net,neither
206000,align.com,neither207000,koizumi-onlineshop.jp,HTTPS only
208000,fut.uz,both
209000,lnfcu.com,HTTPS only
210000,nbb-cdn.de,both
211000,klassekampen.no,both
212000,catalogos365.com,HTTPS only
213000,usabilityhub.com,HTTPS only
214000,betclic.bj,HTTPS only
215000,mammyup.com,neither
216000,w2bet.net,HTTPS only
217000,farestart.org,HTTPS only
218000,tol.it,both
219000,cxalloy.com,HTTPS only
220000,netpluz.sg,both
221000,atp.fm,HTTPS only
222000,mappr.co,HTTPS only
223000,hear-it.org,HTTPS only
224000,nikkei.jp,neither
225000,china-zrg.com,neither
226000,mountainsteals.com,both
227000,faxvin.com,HTTPS only
228000,luarmor.net,HTTPS only
229000,herbalessencesla.com,HTTPS only
230000,spi.uz,HTTPS only
231000,growfinancial.org,HTTPS only
232000,coinomi.com,HTTPS only
233000,ccv.church,HTTPS only
234000,retailtrends.nl,HTTPS only
235000,refurbed.com,HTTPS only
236000,verycdn.net,neither
237000,etraveligroup.com,HTTPS only
238000,zenra.net,HTTPS only
239000,111tt.icu,neither
240000,johnnie-o.com,HTTPS only
241000,jjbearings.cn,HTTPS only
242000,discoverlancaster.com,HTTPS only
243000,laurenceking.com,HTTPS only
244000,dorsten.de,HTTPS only
245000,2040-parts.com,HTTPS only
246000,rpfm.ru,HTTPS only
247000,gloriafood.com,HTTPS only
248000,painfulpleasures.com,HTTPS only
249000,asdatyres.co.uk,HTTPS only
250000,nbr.gov.bh,HTTPS only
251000,topworking.vn,HTTPS only
252000,csolve.net,both
253000,kindroid.ai,HTTPS only
254000,abclegal.com,both
255000,simul-china.com,neither
256000,karoo.com.br,HTTPS only
257000,morden01.com,neither
258000,mobiili.fi,HTTPS only
259000,zooanimalsexporn.com,HTTPS only
260000,sunworksnepal.com.np,both
261000,ionline.com.au,HTTPS only
262000,clickthis.blog,HTTPS only
263000,9hf.com,both
264000,hcmed.org,HTTPS only
265000,englishonlinehelp.com,HTTPS only
266000,daltan.hu,both
267000,webhaus.com.br,HTTPS only
268000,fit4brain.com,HTTPS only
269000,penneo.com,HTTPS only
270000,rupt.dev,HTTPS only
271000,jalizer.com,HTTP only
272000,ivbt.ru,HTTPS only
273000,animesubvn.tv,HTTPS only
274000,cctalk.com,HTTPS only
275000,96nmdqufhz.com,HTTPS only
276000,streameast2.com,HTTPS only
277000,forceofnatureclean.com,HTTPS only
278000,rb.net,neither
279000,gry-planszowe.pl,HTTPS only
280000,writingclasses.com,HTTPS only
281000,shahrebours.com,HTTPS only
282000,e-explorer.jp,HTTPS only
283000,web-wings.net,HTTPS only
284000,upfoot.in,HTTPS only
285000,valorantpornhentai.com,HTTPS only
286000,leakedbb.com,neither
286000,leakedbb.com,HTTPS only
287000,linkeservices.com,neither
288000,rewardcloud.net,neither
289000,mcdonalds.com.ar,HTTPS only
290000,littlecigogne.com,HTTPS only
291000,adad.ir,HTTP only
292000,dnstech.ru,HTTP only
293000,inovacaotecnologica.com.br,HTTPS only
294000,101espn.com,HTTPS only
295000,b242ya.ru,HTTPS only
296000,wichitafallstx.gov,HTTPS only
297000,rhbtradesmart.com,HTTPS only
298000,u16866.com,both
299000,gnanagharjane.com,HTTPS only
300000,writingforums.org,HTTPS only
301000,paris-arc-de-triomphe.fr,HTTP only
302000,atwonline.com,HTTPS only
303000,january.com,HTTPS only
304000,itovn.com.vn,HTTPS only
305000,ctoy.com.cn,HTTPS only
306000,cotdns.net,both
307000,drbrownsbaby.com,HTTPS only
308000,tlfapparel.com,HTTPS only
309000,justdating.net,HTTPS only
310000,memozor.com,HTTPS only
311000,minzdrav.uz,neither
312000,nova1.net,HTTPS only
